"","n","date","vcrix"
"727","727",2016-11-23,422.30245943486
"728","728",2016-11-24,424.700126044565
"729","729",2016-11-25,426.895595103023
"730","730",2016-11-26,410.856168724625
"731","731",2016-11-27,410.135739279092
"732","732",2016-11-28,411.277214174244
"733","733",2016-11-29,401.483179665444
"734","734",2016-11-30,397.210054340708
"735","735",2016-12-01,397.210054340708
"736","736",2016-12-02,367.520438996466
"737","737",2016-12-03,373.71916129043
"738","738",2016-12-04,264.156355118619
"739","739",2016-12-05,249.746155434568
"740","740",2016-12-06,270.750250630535
"741","741",2016-12-07,274.13862162128
"742","742",2016-12-08,274.702927159185
"743","743",2016-12-09,276.47249333923
"744","744",2016-12-10,273.712597642773
"745","745",2016-12-11,271.062979644228
"746","746",2016-12-12,274.035063470992
"747","747",2016-12-13,265.364023382606
"748","748",2016-12-14,266.821502014479
"749","749",2016-12-15,268.962708983253
"750","750",2016-12-16,269.138395353962
"751","751",2016-12-17,239.950031914821
"752","752",2016-12-18,240.884858670492
"753","753",2016-12-19,239.674580599714
"754","754",2016-12-20,240.360636740242
"755","755",2016-12-21,211.390773256342
"756","756",2016-12-22,237.847302646087
"757","757",2016-12-23,263.349724011678
"758","758",2016-12-24,342.978494504704
"759","759",2016-12-25,361.65193557356
"760","760",2016-12-26,361.204511227187
"761","761",2016-12-27,357.837679567722
"762","762",2016-12-28,364.390757296438
"763","763",2016-12-29,403.803944521219
"764","764",2016-12-30,401.172196090438
"765","765",2016-12-31,406.380110542263
"766","766",2017-01-01,406.380110542263
"767","767",2017-01-02,414.18044458545
"768","768",2017-01-03,412.343105058767
"769","769",2017-01-04,411.799455073878
"770","770",2017-01-05,505.9371275021
"771","771",2017-01-06,904.132860380743
"772","772",2017-01-07,1024.77282756281
"773","773",2017-01-08,941.992515596185
"774","774",2017-01-09,909.853069839113
"775","775",2017-01-10,889.621466630421
"776","776",2017-01-11,873.657063452564
"777","777",2017-01-12,1130.34021991851
"778","778",2017-01-13,1112.15239883877
"779","779",2017-01-14,1100.5875379654
"780","780",2017-01-15,1086.5940655966
"781","781",2017-01-16,1074.78379206812
"782","782",2017-01-17,1065.34204508074
"783","783",2017-01-18,1120.84509992675
"784","784",2017-01-19,1121.49250264486
"785","785",2017-01-20,1117.29714629138
"786","786",2017-01-21,1104.75198865647
"787","787",2017-01-22,1100.66311371439
"788","788",2017-01-23,1069.45073817227
"789","789",2017-01-24,1064.50375126664
"790","790",2017-01-25,1079.63770193901
"791","791",2017-01-26,1081.13080098755
"792","792",2017-01-27,1081.73039502022
"793","793",2017-01-28,1058.76678758949
"794","794",2017-01-29,1062.37532146143
"795","795",2017-01-30,1065.54003104265
"796","796",2017-01-31,1069.69945612846
"797","797",2017-02-01,1069.69945612846
"798","798",2017-02-02,1070.65643249746
"799","799",2017-02-03,1071.63140707339
"800","800",2017-02-04,988.299209427905
"801","801",2017-02-05,824.380051625623
"802","802",2017-02-06,715.882416767129
"803","803",2017-02-07,725.431317405134
"804","804",2017-02-08,735.710092043312
"805","805",2017-02-09,739.281104426188
"806","806",2017-02-10,812.005925265918
"807","807",2017-02-11,533.718400549732
"808","808",2017-02-12,536.368391459605
"809","809",2017-02-13,538.951317517907
"810","810",2017-02-14,542.536171407431
"811","811",2017-02-15,550.24513521246
"812","812",2017-02-16,554.517942546754
"813","813",2017-02-17,465.23452441632
"814","814",2017-02-18,449.630038960436
"815","815",2017-02-19,448.38389163123
"816","816",2017-02-20,451.185248177225
"817","817",2017-02-21,448.933668625683
"818","818",2017-02-22,464.488317201432
"819","819",2017-02-23,467.96679315311
"820","820",2017-02-24,473.102516512081
"821","821",2017-02-25,481.598865876666
"822","822",2017-02-26,498.631076085359
"823","823",2017-02-27,509.423233580672
"824","824",2017-02-28,514.922972544983
"825","825",2017-03-01,514.922972544983
"826","826",2017-03-02,533.226004878865
"827","827",2017-03-03,531.997585403953
"828","828",2017-03-04,544.799017056744
"829","829",2017-03-05,567.551313661273
"830","830",2017-03-06,575.154391925167
"831","831",2017-03-07,556.172810491169
"832","832",2017-03-08,572.516183842131
"833","833",2017-03-09,638.461310881909
"834","834",2017-03-10,652.876132873667
"835","835",2017-03-11,704.577671833106
"836","836",2017-03-12,718.762780553534
"837","837",2017-03-13,732.360904446793
"838","838",2017-03-14,744.079252785755
"839","839",2017-03-15,748.149498826766
"840","840",2017-03-16,752.621461593494
"841","841",2017-03-17,756.841906604505
"842","842",2017-03-18,827.216856112167
"843","843",2017-03-19,963.993214427943
"844","844",2017-03-20,1053.31131466962
"845","845",2017-03-21,1061.43691518215
"846","846",2017-03-22,1087.06096738902
"847","847",2017-03-23,1117.98301736405
"848","848",2017-03-24,1118.84047499298
"849","849",2017-03-25,1132.7854271329
"850","850",2017-03-26,1112.75620712898
"851","851",2017-03-27,1108.22899465059
"852","852",2017-03-28,1122.55909244743
"853","853",2017-03-29,1114.19770119251
"854","854",2017-03-30,1107.87389018247
"855","855",2017-03-31,1102.52425525151
"856","856",2017-04-01,1102.52425525151
"857","857",2017-04-02,1089.65547100431
"858","858",2017-04-03,1096.00291671413
"859","859",2017-04-04,1090.01010104763
"860","860",2017-04-05,1087.92694970703
"861","861",2017-04-06,1094.13512385164
"862","862",2017-04-07,1086.61670466324
"863","863",2017-04-08,1040.82942083145
"864","864",2017-04-09,1029.08591980017
"865","865",2017-04-10,986.339432675192
"866","866",2017-04-11,933.764962423669
"867","867",2017-04-12,925.842170160855
"868","868",2017-04-13,917.796936151016
"869","869",2017-04-14,919.800798441719
"870","870",2017-04-15,910.681899869072
"871","871",2017-04-16,909.403020296978
"872","872",2017-04-17,831.798668759421
"873","873",2017-04-18,607.577042642373
"874","874",2017-04-19,461.529460559954
"875","875",2017-04-20,483.664834636053
"876","876",2017-04-21,448.263485064793
"877","877",2017-04-22,371.778983715622
"878","878",2017-04-23,377.10528117156
"879","879",2017-04-24,339.380194845
"880","880",2017-04-25,344.585712400642
"881","881",2017-04-26,340.600354278248
"882","882",2017-04-27,283.623861190208
"883","883",2017-04-28,353.308001607372
"884","884",2017-04-29,374.346578352929
"885","885",2017-04-30,379.608049104404
"886","886",2017-05-01,379.608049104404
"887","887",2017-05-02,385.096658035241
"888","888",2017-05-03,353.529142003928
"889","889",2017-05-04,357.458161642852
"890","890",2017-05-05,422.469523849017
"891","891",2017-05-06,427.504161925687
"892","892",2017-05-07,450.668421118894
"893","893",2017-05-08,451.858812002438
"894","894",2017-05-09,519.898114412329
"895","895",2017-05-10,537.068562335752
"896","896",2017-05-11,546.870171196495
"897","897",2017-05-12,546.617503014138
"898","898",2017-05-13,570.61576929175
"899","899",2017-05-14,551.98025034545
"900","900",2017-05-15,543.450254802755
"901","901",2017-05-16,544.441981962614
"902","902",2017-05-17,534.933738384966
"903","903",2017-05-18,720.462821055958
"904","904",2017-05-19,713.107163032138
"905","905",2017-05-20,705.763494243117
"906","906",2017-05-21,703.497481509337
"907","907",2017-05-22,695.822921829994
"908","908",2017-05-23,689.466869464549
"909","909",2017-05-24,729.288782925529
"910","910",2017-05-25,720.086662844099
"911","911",2017-05-26,858.76039743045
"912","912",2017-05-27,912.771334706969
"913","913",2017-05-28,1018.97329626563
"914","914",2017-05-29,1033.09122994606
"915","915",2017-05-30,1034.7168926027
"916","916",2017-05-31,1036.52195655403
"917","917",2017-06-01,1036.52195655403
"918","918",2017-06-02,1042.24360429319
"919","919",2017-06-03,1035.99436568824
"920","920",2017-06-04,1022.96600033575
"921","921",2017-06-05,1018.85572926138
"922","922",2017-06-06,1013.89988833603
"923","923",2017-06-07,1018.39610336053
"924","924",2017-06-08,1042.67246783226
"925","925",2017-06-09,1029.77077980713
"926","926",2017-06-10,1025.83761040153
"927","927",2017-06-11,1032.40468264465
"928","928",2017-06-12,1014.40643924534
"929","929",2017-06-13,1028.08724494595
"930","930",2017-06-14,1024.52214498552
"931","931",2017-06-15,1108.79616086498
"932","932",2017-06-16,1124.02903887902
"933","933",2017-06-17,1031.04506602455
"934","934",2017-06-18,1050.17646564517
"935","935",2017-06-19,1052.23667250201
"936","936",2017-06-20,1051.67190366689
"937","937",2017-06-21,1049.05468440803
"938","938",2017-06-22,1080.02407503046
"939","939",2017-06-23,1029.81319613308
"940","940",2017-06-24,1017.55159151947
"941","941",2017-06-25,982.084772621876
"942","942",2017-06-26,974.219244278786
"943","943",2017-06-27,953.795054154492
"944","944",2017-06-28,925.365754611886
"945","945",2017-06-29,924.743100597095
"946","946",2017-06-30,934.145848114082
"947","947",2017-07-01,934.145848114082
"948","948",2017-07-02,926.21483464538
"949","949",2017-07-03,941.250662454268
"950","950",2017-07-04,940.923234127643
"951","951",2017-07-05,934.403881901434
"952","952",2017-07-06,920.91449304035
"953","953",2017-07-07,894.739492824408
"954","954",2017-07-08,912.743995972489
"955","955",2017-07-09,906.283823003193
"956","956",2017-07-10,905.437931539337
"957","957",2017-07-11,950.53234116521
"958","958",2017-07-12,942.023069853869
"959","959",2017-07-13,1002.51341397943
"960","960",2017-07-14,1004.07774598125
"961","961",2017-07-15,979.802955878396
"962","962",2017-07-16,1051.40614282284
"963","963",2017-07-17,1069.34979122253
"964","964",2017-07-18,1242.04223059889
"965","965",2017-07-19,1329.37583706237
"966","966",2017-07-20,1328.09677216558
"967","967",2017-07-21,1547.68338322075
"968","968",2017-07-22,1494.69387379872
"969","969",2017-07-23,1514.0167645603
"970","970",2017-07-24,1489.08458597746
"971","971",2017-07-25,1479.50394106261
"972","972",2017-07-26,1519.01436133875
"973","973",2017-07-27,1489.53125436131
"974","974",2017-07-28,1491.41654634017
"975","975",2017-07-29,1479.85549679286
"976","976",2017-07-30,1481.55001091967
"977","977",2017-07-31,1476.33173548347
"978","978",2017-08-01,1476.33173548347
"979","979",2017-08-02,1462.54168746312
"980","980",2017-08-03,1463.84487448507
"981","981",2017-08-04,1472.24269320751
"982","982",2017-08-05,1474.36246726989
"983","983",2017-08-06,1570.40511025769
"984","984",2017-08-07,1529.24402961027
"985","985",2017-08-08,1533.38637734708
"986","986",2017-08-09,1533.66760161635
"987","987",2017-08-10,1443.99754030849
"988","988",2017-08-11,1426.93279686556
"989","989",2017-08-12,1409.36409794576
"990","990",2017-08-13,1402.12587108796
"991","991",2017-08-14,1371.33354723048
"992","992",2017-08-15,1241.23198483255
"993","993",2017-08-16,1183.88589581321
"994","994",2017-08-17,1037.72777160421
"995","995",2017-08-18,999.258333219879
"996","996",2017-08-19,1004.36957223477
"997","997",2017-08-20,765.980854850198
"998","998",2017-08-21,777.131387619957
"999","999",2017-08-22,760.429955619823
"1000","1000",2017-08-23,760.827321591667
"1001","1001",2017-08-24,773.600603815135
"1002","1002",2017-08-25,656.47988996128
"1003","1003",2017-08-26,649.219394064565
"1004","1004",2017-08-27,658.232085806262
"1005","1005",2017-08-28,655.90556958167
"1006","1006",2017-08-29,634.529392301839
"1007","1007",2017-08-30,632.908021065412
"1008","1008",2017-08-31,639.052514939803
"1009","1009",2017-09-01,639.052514939803
"1010","1010",2017-09-02,628.400759597577
"1011","1011",2017-09-03,770.178207009451
"1012","1012",2017-09-04,772.860245842985
"1013","1013",2017-09-05,803.617065407812
"1014","1014",2017-09-06,819.144774421961
"1015","1015",2017-09-07,825.898518180381
"1016","1016",2017-09-08,822.536786971697
"1017","1017",2017-09-09,884.144315722688
"1018","1018",2017-09-10,890.652297329271
"1019","1019",2017-09-11,881.46080791802
"1020","1020",2017-09-12,867.695236690063
"1021","1021",2017-09-13,863.657780555323
"1022","1022",2017-09-14,882.931932988529
"1023","1023",2017-09-15,1336.26059109962
"1024","1024",2017-09-16,1471.57792816714
"1025","1025",2017-09-17,1454.30572066732
"1026","1026",2017-09-18,1442.2244932111
"1027","1027",2017-09-19,1538.9330424506
"1028","1028",2017-09-20,1547.44172239162
"1029","1029",2017-09-21,1548.76536480545
"1030","1030",2017-09-22,1560.95592972901
"1031","1031",2017-09-23,1548.98272407937
"1032","1032",2017-09-24,1564.86787220958
"1033","1033",2017-09-25,1559.00517699908
"1034","1034",2017-09-26,1559.0920003043
"1035","1035",2017-09-27,1553.31014819452
"1036","1036",2017-09-28,1559.38408627919
"1037","1037",2017-09-29,1548.17256899535
"1038","1038",2017-09-30,1532.48767725617
"1039","1039",2017-10-01,1532.48767725617
"1040","1040",2017-10-02,1520.78013929511
"1041","1041",2017-10-03,1481.57124288318
"1042","1042",2017-10-04,1473.83008059735
"1043","1043",2017-10-05,1413.3339625567
"1044","1044",2017-10-06,1398.10559448202
"1045","1045",2017-10-07,1382.39707423106
"1046","1046",2017-10-08,1374.87207420123
"1047","1047",2017-10-09,1348.26133155648
"1048","1048",2017-10-10,1341.89885397863
"1049","1049",2017-10-11,1333.56738067097
"1050","1050",2017-10-12,1330.41149063221
"1051","1051",2017-10-13,1346.61882061046
"1052","1052",2017-10-14,1350.3865204259
"1053","1053",2017-10-15,934.703863742808
"1054","1054",2017-10-16,780.387587091611
"1055","1055",2017-10-17,778.347701948499
"1056","1056",2017-10-18,774.3415720405
"1057","1057",2017-10-19,616.978684603684
"1058","1058",2017-10-20,603.908860754519
"1059","1059",2017-10-21,597.627371585672
"1060","1060",2017-10-22,519.531057001668
"1061","1061",2017-10-23,521.951856915601
"1062","1062",2017-10-24,490.217202717131
"1063","1063",2017-10-25,519.547237279629
"1064","1064",2017-10-26,514.818786717248
"1065","1065",2017-10-27,512.346255255117
"1066","1066",2017-10-28,488.314730577006
"1067","1067",2017-10-29,477.783795421021
"1068","1068",2017-10-30,516.104711086168
"1069","1069",2017-10-31,512.727005643861
"1070","1070",2017-11-01,512.727005643861
"1071","1071",2017-11-02,519.050864702239
"1072","1072",2017-11-03,526.092090065853
"1073","1073",2017-11-04,524.937730059388
"1074","1074",2017-11-05,530.144427818046
"1075","1075",2017-11-06,534.231164610968
"1076","1076",2017-11-07,556.119949884082
"1077","1077",2017-11-08,553.173265453821
"1078","1078",2017-11-09,574.267077451089
"1079","1079",2017-11-10,579.845114319936
"1080","1080",2017-11-11,625.546339742603
"1081","1081",2017-11-12,593.064494211229
"1082","1082",2017-11-13,566.194390987279
"1083","1083",2017-11-14,551.745425266157
"1084","1084",2017-11-15,563.080203556752
"1085","1085",2017-11-16,589.428885671327
"1086","1086",2017-11-17,574.095863315747
"1087","1087",2017-11-18,565.601234612087
"1088","1088",2017-11-19,563.600845191608
"1089","1089",2017-11-20,560.114568310676
"1090","1090",2017-11-21,562.421925211779
"1091","1091",2017-11-22,565.881302026218
"1092","1092",2017-11-23,563.299684235424
"1093","1093",2017-11-24,528.459306291198
"1094","1094",2017-11-25,535.104327650205
"1095","1095",2017-11-26,538.421318618362
"1096","1096",2017-11-27,540.052552594006
"1097","1097",2017-11-28,541.362591470929
"1098","1098",2017-11-29,525.234448802071
"1099","1099",2017-11-30,651.439003381464
"1100","1100",2017-12-01,651.439003381464
"1101","1101",2017-12-02,677.786635584604
"1102","1102",2017-12-03,676.645617144375
"1103","1103",2017-12-04,674.631443345126
"1104","1104",2017-12-05,687.664418536684
"1105","1105",2017-12-06,687.440646792353
"1106","1106",2017-12-07,676.684522361231
"1107","1107",2017-12-08,946.181463327543
"1108","1108",2017-12-09,971.422354152974
"1109","1109",2017-12-10,1034.32941654553
"1110","1110",2017-12-11,993.010406806828
"1111","1111",2017-12-12,1012.13593523448
"1112","1112",2017-12-13,985.07250960024
"1113","1113",2017-12-14,1047.69096676634
"1114","1114",2017-12-15,1067.29587310797
"1115","1115",2017-12-16,1058.13503310954
"1116","1116",2017-12-17,1063.1712083686
"1117","1117",2017-12-18,1080.77567772031
"1118","1118",2017-12-19,1077.1105436863
"1119","1119",2017-12-20,1074.2163730937
"1120","1120",2017-12-21,1093.23438883893
"1121","1121",2017-12-22,1088.03963733385
"1122","1122",2017-12-23,1341.32894889551
"1123","1123",2017-12-24,1378.44302255146
"1124","1124",2017-12-25,1409.51166930593
"1125","1125",2017-12-26,1412.21297479763
"1126","1126",2017-12-27,1447.49157571402
"1127","1127",2017-12-28,1452.81406353608
"1128","1128",2017-12-29,1483.99595736021
"1129","1129",2017-12-30,1436.54037758659
"1130","1130",2017-12-31,1475.42683732882
"1131","1131",2018-01-01,1475.42683732882
"1132","1132",2018-01-02,1476.6631500614
"1133","1133",2018-01-03,1496.61688831044
"1134","1134",2018-01-04,1515.3664471152
"1135","1135",2018-01-05,1511.47361775775
"1136","1136",2018-01-06,1503.3760392162
"1137","1137",2018-01-07,1317.36957163521
"1138","1138",2018-01-08,1296.51478363758
"1139","1139",2018-01-09,1316.70794040553
"1140","1140",2018-01-10,1312.82966738361
"1141","1141",2018-01-11,1281.08244951486
"1142","1142",2018-01-12,1334.52827326027
"1143","1143",2018-01-13,1370.02710646243
"1144","1144",2018-01-14,1359.50134973983
"1145","1145",2018-01-15,1384.77829148951
"1146","1146",2018-01-16,1373.5709604508
"1147","1147",2018-01-17,1740.52076784955
"1148","1148",2018-01-18,1712.30868149298
"1149","1149",2018-01-19,1716.2012334682
"1150","1150",2018-01-20,1712.96355938411
"1151","1151",2018-01-21,1768.53161359614
"1152","1152",2018-01-22,1713.16481745236
"1153","1153",2018-01-23,1679.38543477513
"1154","1154",2018-01-24,1670.64066971228
"1155","1155",2018-01-25,1679.01071688324
"1156","1156",2018-01-26,1628.02608703532
"1157","1157",2018-01-27,1629.71073294638
"1158","1158",2018-01-28,1626.51734367777
"1159","1159",2018-01-29,1616.08539995738
"1160","1160",2018-01-30,1605.92227181732
"1161","1161",2018-01-31,1576.12209359218
"1162","1162",2018-02-01,1576.12209359218
"1163","1163",2018-02-02,1541.4858003697
"1164","1164",2018-02-03,1542.6476548151
"1165","1165",2018-02-04,1541.74362803702
"1166","1166",2018-02-05,1552.35446343094
"1167","1167",2018-02-06,1537.87394688147
"1168","1168",2018-02-07,1668.8614027864
"1169","1169",2018-02-08,1757.44725098702
"1170","1170",2018-02-09,1752.93501006569
"1171","1171",2018-02-10,1799.49226971775
"1172","1172",2018-02-11,1798.85543278289
"1173","1173",2018-02-12,1749.29356927139
"1174","1174",2018-02-13,1730.96039438627
"1175","1175",2018-02-14,1762.21577656605
"1176","1176",2018-02-15,1764.0851402187
"1177","1177",2018-02-16,1570.5322269356
"1178","1178",2018-02-17,1589.96571219283
"1179","1179",2018-02-18,1591.09902052236
"1180","1180",2018-02-19,1613.49188277072
"1181","1181",2018-02-20,1571.23584356564
"1182","1182",2018-02-21,1517.45571044665
"1183","1183",2018-02-22,1509.70140729072
"1184","1184",2018-02-23,1510.89398457668
"1185","1185",2018-02-24,1572.19354793421
"1186","1186",2018-02-25,1582.94680881274
"1187","1187",2018-02-26,1591.88659724582
"1188","1188",2018-02-27,1582.37756364161
"1189","1189",2018-02-28,1568.61930832553
"1190","1190",2018-03-01,1568.61930832553
"1191","1191",2018-03-02,1570.44414066393
"1192","1192",2018-03-03,1517.58810927865
"1193","1193",2018-03-04,1516.07447810319
"1194","1194",2018-03-05,1444.07568294701
"1195","1195",2018-03-06,1426.10742129518
"1196","1196",2018-03-07,1423.7134531144
"1197","1197",2018-03-08,1386.90271769025
"1198","1198",2018-03-09,1140.31140697285
"1199","1199",2018-03-10,1058.93295756297
"1200","1200",2018-03-11,1061.29681735468
"1201","1201",2018-03-12,1021.86087969993
"1202","1202",2018-03-13,1012.87192041321
"1203","1203",2018-03-14,1026.95425829844
"1204","1204",2018-03-15,1015.87893933601
"1205","1205",2018-03-16,1065.23725081202
"1206","1206",2018-03-17,1065.14402269159
"1207","1207",2018-03-18,940.667453269873
"1208","1208",2018-03-19,952.245811083373
"1209","1209",2018-03-20,953.342475548187
"1210","1210",2018-03-21,964.274993768691
"1211","1211",2018-03-22,956.067432578407
"1212","1212",2018-03-23,943.973494235258
"1213","1213",2018-03-24,950.959193615406
"1214","1214",2018-03-25,954.072917222272
"1215","1215",2018-03-26,828.921418796331
"1216","1216",2018-03-27,808.74120341994
"1217","1217",2018-03-28,809.474113982066
"1218","1218",2018-03-29,826.424402462534
"1219","1219",2018-03-30,798.306621025409
"1220","1220",2018-03-31,894.80120420461
"1221","1221",2018-04-01,894.80120420461
"1222","1222",2018-04-02,869.651507660176
"1223","1223",2018-04-03,866.382560164667
"1224","1224",2018-04-04,888.123949841103
"1225","1225",2018-04-05,948.349882725193
"1226","1226",2018-04-06,991.896854758611
"1227","1227",2018-04-07,978.406396984977
"1228","1228",2018-04-08,947.736175682258
"1229","1229",2018-04-09,944.882015712087
"1230","1230",2018-04-10,951.590568684194
"1231","1231",2018-04-11,942.617497016425
"1232","1232",2018-04-12,902.431742335009
"1233","1233",2018-04-13,920.967221193701
"1234","1234",2018-04-14,1055.8605317874
"1235","1235",2018-04-15,967.05929390878
"1236","1236",2018-04-16,966.052581167668
"1237","1237",2018-04-17,994.163376636253
"1238","1238",2018-04-18,962.855218176652
"1239","1239",2018-04-19,962.753646404848
"1240","1240",2018-04-20,950.294006561221
"1241","1241",2018-04-21,967.621971391099
"1242","1242",2018-04-22,993.132015881902
"1243","1243",2018-04-23,984.823198245932
"1244","1244",2018-04-24,984.081725506303
"1245","1245",2018-04-25,982.95298519949
"1246","1246",2018-04-26,1031.77001752544
"1247","1247",2018-04-27,1112.87572773081
"1248","1248",2018-04-28,1105.52434956488
"1249","1249",2018-04-29,1112.52469081712
"1250","1250",2018-04-30,1015.12084092557
"1251","1251",2018-05-01,1015.12084092557
"1252","1252",2018-05-02,1030.48066439112
"1253","1253",2018-05-03,1018.48362558683
"1254","1254",2018-05-04,1014.05221673439
"1255","1255",2018-05-05,1005.79833492013
"1256","1256",2018-05-06,937.426895314949
"1257","1257",2018-05-07,939.220366658006
"1258","1258",2018-05-08,919.197970173337
"1259","1259",2018-05-09,935.128251013705
"1260","1260",2018-05-10,940.244504245798
"1261","1261",2018-05-11,932.831864964489
"1262","1262",2018-05-12,950.964991785077
"1263","1263",2018-05-13,995.651584858348
"1264","1264",2018-05-14,920.663845290611
"1265","1265",2018-05-15,926.544848055626
"1266","1266",2018-05-16,928.128503471661
"1267","1267",2018-05-17,925.598239936629
"1268","1268",2018-05-18,921.924631919146
"1269","1269",2018-05-19,935.355204327636
"1270","1270",2018-05-20,923.51579404967
"1271","1271",2018-05-21,910.870428628443
"1272","1272",2018-05-22,900.890833536819
"1273","1273",2018-05-23,902.658361669816
"1274","1274",2018-05-24,922.112183523921
"1275","1275",2018-05-25,941.560999658487
"1276","1276",2018-05-26,897.191117333799
"1277","1277",2018-05-27,816.431184183642
"1278","1278",2018-05-28,758.568506629311
"1279","1279",2018-05-29,743.126625994333
"1280","1280",2018-05-30,734.375787389076
"1281","1281",2018-05-31,787.936904539389
"1282","1282",2018-06-01,787.936904539389
"1283","1283",2018-06-02,791.830591528969
"1284","1284",2018-06-03,784.728603528382
"1285","1285",2018-06-04,751.692859057459
"1286","1286",2018-06-05,761.489206769048
"1287","1287",2018-06-06,754.423506162908
"1288","1288",2018-06-07,760.710056753189
"1289","1289",2018-06-08,752.895194011105
"1290","1290",2018-06-09,751.452466358625
"1291","1291",2018-06-10,750.012311457781
"1292","1292",2018-06-11,741.999759230084
"1293","1293",2018-06-12,790.826094125294
"1294","1294",2018-06-13,789.01468704046
"1295","1295",2018-06-14,797.14280456627
"1296","1296",2018-06-15,805.699025501889
"1297","1297",2018-06-16,845.354902553403
"1298","1298",2018-06-17,861.053556242819
"1299","1299",2018-06-18,854.519876619776
"1300","1300",2018-06-19,845.956542683232
"1301","1301",2018-06-20,866.194603964097
"1302","1302",2018-06-21,849.814995800835
"1303","1303",2018-06-22,848.284272724971
"1304","1304",2018-06-23,822.211367110404
"1305","1305",2018-06-24,867.310230871693
"1306","1306",2018-06-25,857.966257359961
"1307","1307",2018-06-26,853.820229078717
"1308","1308",2018-06-27,855.955668304258
"1309","1309",2018-06-28,866.038347988384
"1310","1310",2018-06-29,847.560830250366
"1311","1311",2018-06-30,810.195313315197
"1312","1312",2018-07-01,810.195313315197
"1313","1313",2018-07-02,817.326165191079
"1314","1314",2018-07-03,814.804699605214
"1315","1315",2018-07-04,833.917012901797
"1316","1316",2018-07-05,828.426475491
"1317","1317",2018-07-06,825.846241356572
"1318","1318",2018-07-07,820.685385472135
"1319","1319",2018-07-08,820.619235708447
"1320","1320",2018-07-09,827.415167201323
"1321","1321",2018-07-10,827.285086536579
"1322","1322",2018-07-11,826.538973412978
"1323","1323",2018-07-12,773.866525358433
"1324","1324",2018-07-13,766.974096193667
"1325","1325",2018-07-14,742.353627801191
"1326","1326",2018-07-15,730.377692648112
"1327","1327",2018-07-16,688.894328673471
"1328","1328",2018-07-17,677.378950658875
"1329","1329",2018-07-18,729.461677645984
"1330","1330",2018-07-19,764.168307395133
"1331","1331",2018-07-20,751.752513448564
"1332","1332",2018-07-21,749.913199011642
"1333","1333",2018-07-22,762.045556762107
"1334","1334",2018-07-23,765.229951522524
"1335","1335",2018-07-24,678.361361421105
"1336","1336",2018-07-25,673.910824948215
"1337","1337",2018-07-26,700.289381586202
"1338","1338",2018-07-27,702.314417839235
"1339","1339",2018-07-28,680.723447154342
"1340","1340",2018-07-29,677.580624539211
"1341","1341",2018-07-30,649.161038978186
"1342","1342",2018-07-31,633.275769166357
"1343","1343",2018-08-01,633.275769166357
"1344","1344",2018-08-02,670.543444458095
"1345","1345",2018-08-03,641.048039649583
"1346","1346",2018-08-04,641.280373602699
"1347","1347",2018-08-05,638.954259027022
"1348","1348",2018-08-06,662.951650171043
"1349","1349",2018-08-07,663.931599792748
"1350","1350",2018-08-08,659.908315384795
"1351","1351",2018-08-09,681.777441569422
"1352","1352",2018-08-10,744.218767837718
"1353","1353",2018-08-11,731.333754941469
"1354","1354",2018-08-12,767.733704028625
"1355","1355",2018-08-13,764.862053143667
"1356","1356",2018-08-14,767.599621817657
"1357","1357",2018-08-15,779.756685482405
"1358","1358",2018-08-16,775.179057670245
"1359","1359",2018-08-17,721.175739641869
"1360","1360",2018-08-18,660.29673419078
"1361","1361",2018-08-19,738.252186450795
"1362","1362",2018-08-20,749.820586938002
"1363","1363",2018-08-21,748.792376514374
"1364","1364",2018-08-22,761.818831051622
"1365","1365",2018-08-23,776.169623839693
"1366","1366",2018-08-24,775.370514947859
"1367","1367",2018-08-25,734.291869138489
"1368","1368",2018-08-26,740.012499693053
"1369","1369",2018-08-27,737.695791319686
"1370","1370",2018-08-28,729.159378209219
"1371","1371",2018-08-29,747.106601072094
"1372","1372",2018-08-30,759.40405666882
"1373","1373",2018-08-31,758.167958487332
"1374","1374",2018-09-01,758.167958487332
"1375","1375",2018-09-02,757.125356079265
"1376","1376",2018-09-03,769.340305903097
"1377","1377",2018-09-04,769.915557440852
"1378","1378",2018-09-05,755.527715041813
"1379","1379",2018-09-06,753.949785557863
"1380","1380",2018-09-07,843.23839104934
"1381","1381",2018-09-08,836.764180479718
"1382","1382",2018-09-09,797.031847815498
"1383","1383",2018-09-10,798.984738726562
"1384","1384",2018-09-11,773.813237089341
"1385","1385",2018-09-12,774.147969013673
"1386","1386",2018-09-13,774.126955216937
"1387","1387",2018-09-14,765.556158699631
"1388","1388",2018-09-15,778.789467902461
"1389","1389",2018-09-16,775.42692094861
"1390","1390",2018-09-17,772.264026129112
"1391","1391",2018-09-18,724.764849364606
"1392","1392",2018-09-19,726.730522241258
"1393","1393",2018-09-20,731.394557320295
"1394","1394",2018-09-21,709.255952280596
"1395","1395",2018-09-22,726.452630590083
"1396","1396",2018-09-23,755.619551186365
"1397","1397",2018-09-24,751.493265181538
"1398","1398",2018-09-25,750.437089277777
"1399","1399",2018-09-26,769.436170744862
"1400","1400",2018-09-27,772.611215586176
"1401","1401",2018-09-28,763.896879899779
"1402","1402",2018-09-29,773.165546646745
"1403","1403",2018-09-30,774.610865645117
"1404","1404",2018-10-01,774.610865645117
"1405","1405",2018-10-02,775.802841688077
"1406","1406",2018-10-03,765.396939862582
